ligand_human_symbol,receptor_human_symbol,ligand_human_ensembl,receptor_human_ensembl,ligand_mouse_symbol,receptor_mouse_symbol,ligand_mouse_ensembl,receptor_mouse_ensembl,database,source
ANGPTL4,ITGB3,ENSG00000167772,ENSG00000259207,Angptl4,Itgb3,ENSMUSG00000002289,ENSMUSG00000020689,omnipath,omnipath
ANGPTL5,TEK,ENSG00000187151,ENSG00000120156,NA,Tek,NA,ENSMUSG00000006386,omnipath,omnipath
ANGPTL6,TEK,ENSG00000130812,ENSG00000120156,Angptl6,Tek,ENSMUSG00000038742,ENSMUSG00000006386,omnipath,omnipath
ANGPTL7,LILRB3,ENSG00000171819,ENSG00000277816,Angptl7,NA,ENSMUSG00000028989,NA,omnipath,omnipath
ANGPTL7,LILRB2,ENSG00000171819,ENSG00000131042,Angptl7,Lilra6,ENSMUSG00000028989,ENSMUSG00000030427,omnipath,omnipath
ANOS1,SDC2,ENSG00000011201,ENSG00000169439,NA,Sdc2,NA,ENSMUSG00000022261,omnipath,omnipath
ANOS1,FGFR1,ENSG00000011201,ENSG00000077782,NA,Fgfr1,NA,ENSMUSG00000031565,omnipath,omnipath
ANPEP,SELE,ENSG00000166825,ENSG00000007908,Anpep,Sele,ENSMUSG00000039062,ENSMUSG00000026582,omnipath,omnipath
ANTXR1,TREML2,ENSG00000169604,ENSG00000112195,Antxr1,Treml2,ENSMUSG00000033420,ENSMUSG00000071068,nichenet_verschueren,nichenet_verschueren
ANXA1,FPR2,ENSG00000135046,ENSG00000171049,Anxa1,Fpr-rs4,ENSMUSG00000024659,ENSMUSG00000048062,omnipath,omnipath
ANXA1,FPR3,ENSG00000135046,ENSG00000187474,Anxa1,NA,ENSMUSG00000024659,NA,omnipath,omnipath
ANXA1,EGFR,ENSG00000135046,ENSG00000146648,Anxa1,Egfr,ENSMUSG00000024659,ENSMUSG00000020122,omnipath,omnipath
ANXA1,FPR1,ENSG00000135046,ENSG00000171051,Anxa1,Fpr1,ENSMUSG00000024659,ENSMUSG00000045551,omnipath,omnipath
ANXA1,DYSF,ENSG00000135046,ENSG00000135636,Anxa1,Dysf,ENSMUSG00000024659,ENSMUSG00000033788,omnipath,omnipath
ANXA2,ROBO4,ENSG00000182718,ENSG00000154133,Anxa2,Robo4,ENSMUSG00000032231,ENSMUSG00000032125,omnipath,omnipath
ANXA2,TLR2,ENSG00000182718,ENSG00000137462,Anxa2,Tlr2,ENSMUSG00000032231,ENSMUSG00000027995,omnipath,omnipath
ANXA2,DYSF,ENSG00000182718,ENSG00000135636,Anxa2,Dysf,ENSMUSG00000032231,ENSMUSG00000033788,omnipath,omnipath
ANXA2,EGFR,ENSG00000182718,ENSG00000146648,Anxa2,Egfr,ENSMUSG00000032231,ENSMUSG00000020122,omnipath,omnipath
ANXA2,PLAT,ENSG00000182718,ENSG00000104368,Anxa2,Plat,ENSMUSG00000032231,ENSMUSG00000031538,omnipath,omnipath
APELA,APLNR,ENSG00000248329,ENSG00000134817,NA,Aplnr,NA,ENSMUSG00000044338,omnipath,omnipath
APLN,APLNR,ENSG00000171388,ENSG00000134817,Apln,Aplnr,ENSMUSG00000037010,ENSMUSG00000044338,omnipath,omnipath
APLN,GRM7,ENSG00000171388,ENSG00000196277,Apln,Grm7,ENSMUSG00000037010,ENSMUSG00000056755,omnipath,omnipath
APOA1,ABCA1,ENSG00000118137,ENSG00000165029,Apoa1,Abca1,ENSMUSG00000032083,ENSMUSG00000015243,omnipath,omnipath
APOA1,LRP2,ENSG00000118137,ENSG00000081479,Apoa1,Lrp2,ENSMUSG00000032083,ENSMUSG00000027070,omnipath,omnipath
APOA1,LDLR,ENSG00000118137,ENSG00000130164,Apoa1,Ldlr,ENSMUSG00000032083,ENSMUSG00000032193,omnipath,omnipath
APOA1,LRP1,ENSG00000118137,ENSG00000123384,Apoa1,Lrp1,ENSMUSG00000032083,ENSMUSG00000040249,omnipath,omnipath
APOA2,LDLR,ENSG00000158874,ENSG00000130164,Apoa2,Ldlr,ENSMUSG00000005681,ENSMUSG00000032193,omnipath,omnipath
APOA2,LRP1,ENSG00000158874,ENSG00000123384,Apoa2,Lrp1,ENSMUSG00000005681,ENSMUSG00000040249,omnipath,omnipath
APOA2,LRP2,ENSG00000158874,ENSG00000081479,Apoa2,Lrp2,ENSMUSG00000005681,ENSMUSG00000027070,omnipath,omnipath
APOA4,LDLR,ENSG00000110244,ENSG00000130164,Apoa4,Ldlr,ENSMUSG00000032080,ENSMUSG00000032193,omnipath,omnipath
APOA4,LRP1,ENSG00000110244,ENSG00000123384,Apoa4,Lrp1,ENSMUSG00000032080,ENSMUSG00000040249,omnipath,omnipath
APOA4,LRP2,ENSG00000110244,ENSG00000081479,Apoa4,Lrp2,ENSMUSG00000032080,ENSMUSG00000027070,omnipath,omnipath
APOA5,LPL,ENSG00000110243,ENSG00000175445,Apoa5,Lpl,ENSMUSG00000032079,ENSMUSG00000015568,omnipath,omnipath
APOB,LDLR,ENSG00000084674,ENSG00000130164,Apob,Ldlr,ENSMUSG00000020609,ENSMUSG00000032193,omnipath,omnipath
APOB,ITGAM,ENSG00000084674,ENSG00000169896,Apob,Itgam,ENSMUSG00000020609,ENSMUSG00000030786,omnipath,omnipath
APOB,OLR1,ENSG00000084674,ENSG00000173391,Apob,Olr1,ENSMUSG00000020609,ENSMUSG00000030162,omnipath,omnipath
APOB,LRP2,ENSG00000084674,ENSG00000081479,Apob,Lrp2,ENSMUSG00000020609,ENSMUSG00000027070,omnipath,omnipath
APOB,VLDLR,ENSG00000084674,ENSG00000147852,Apob,Vldlr,ENSMUSG00000020609,ENSMUSG00000024924,omnipath,omnipath
APOB,CALCR,ENSG00000084674,ENSG00000004948,Apob,Calcr,ENSMUSG00000020609,ENSMUSG00000023964,omnipath,omnipath
APOB,LSR,ENSG00000084674,ENSG00000105699,Apob,Lsr,ENSMUSG00000020609,ENSMUSG00000001247,omnipath,omnipath
APOB,ADRB2,ENSG00000084674,ENSG00000169252,Apob,Adrb2,ENSMUSG00000020609,ENSMUSG00000045730,omnipath,omnipath
APOB,TLR6,ENSG00000084674,ENSG00000174130,Apob,Tlr6,ENSMUSG00000020609,ENSMUSG00000051498,omnipath,omnipath
APOB,LRP1,ENSG00000084674,ENSG00000123384,Apob,Lrp1,ENSMUSG00000020609,ENSMUSG00000040249,omnipath,omnipath
APOB,ITGB2,ENSG00000084674,ENSG00000160255,Apob,Itgb2l,ENSMUSG00000020609,ENSMUSG00000000157,omnipath,omnipath
APOB,TLR4,ENSG00000084674,ENSG00000136869,Apob,Tlr4,ENSMUSG00000020609,ENSMUSG00000039005,omnipath,omnipath
APOB,LRP8,ENSG00000084674,ENSG00000157193,Apob,Lrp8,ENSMUSG00000020609,ENSMUSG00000028613,omnipath,omnipath
APOB,TREM2,ENSG00000084674,ENSG00000095970,Apob,Trem2,ENSMUSG00000020609,ENSMUSG00000023992,omnipath,omnipath
APOC1,VLDLR,ENSG00000130208,ENSG00000147852,Apoc1,Vldlr,ENSMUSG00000040564,ENSMUSG00000024924,omnipath,omnipath
APOC2,LDLR,ENSG00000234906,ENSG00000130164,Apoc2,Ldlr,ENSMUSG00000002992,ENSMUSG00000032193,omnipath,omnipath
APOC2,LRP1,ENSG00000234906,ENSG00000123384,Apoc2,Lrp1,ENSMUSG00000002992,ENSMUSG00000040249,omnipath,omnipath
APOC2,LRP2,ENSG00000234906,ENSG00000081479,Apoc2,Lrp2,ENSMUSG00000002992,ENSMUSG00000027070,omnipath,omnipath
APOC2,LPL,ENSG00000234906,ENSG00000175445,Apoc2,Lpl,ENSMUSG00000002992,ENSMUSG00000015568,omnipath,omnipath
APOC3,LRP2,ENSG00000110245,ENSG00000081479,Apoc3,Lrp2,ENSMUSG00000032081,ENSMUSG00000027070,omnipath,omnipath
APOC3,LDLR,ENSG00000110245,ENSG00000130164,Apoc3,Ldlr,ENSMUSG00000032081,ENSMUSG00000032193,omnipath,omnipath
APOC3,LRP1,ENSG00000110245,ENSG00000123384,Apoc3,Lrp1,ENSMUSG00000032081,ENSMUSG00000040249,omnipath,omnipath
APOC3,SDC2,ENSG00000110245,ENSG00000169439,Apoc3,Sdc2,ENSMUSG00000032081,ENSMUSG00000022261,omnipath,omnipath
APOC3,TLR2,ENSG00000110245,ENSG00000137462,Apoc3,Tlr2,ENSMUSG00000032081,ENSMUSG00000027995,omnipath,omnipath
APOC4,VLDLR,ENSG00000267467,ENSG00000147852,Apoc4,Vldlr,ENSMUSG00000074336,ENSMUSG00000024924,omnipath,omnipath
APOD,LEPR,ENSG00000189058,ENSG00000116678,Apod,Lepr,ENSMUSG00000022548,ENSMUSG00000057722,omnipath,omnipath
APOE,VLDLR,ENSG00000130203,ENSG00000147852,Apoe,Vldlr,ENSMUSG00000002985,ENSMUSG00000024924,omnipath,omnipath
APOE,SORL1,ENSG00000130203,ENSG00000137642,Apoe,Sorl1,ENSMUSG00000002985,ENSMUSG00000049313,omnipath,omnipath
APOE,LRP2,ENSG00000130203,ENSG00000081479,Apoe,Lrp2,ENSMUSG00000002985,ENSMUSG00000027070,omnipath,omnipath
APOE,LDLR,ENSG00000130203,ENSG00000130164,Apoe,Ldlr,ENSMUSG00000002985,ENSMUSG00000032193,omnipath,omnipath
APOE,LRP5,ENSG00000130203,ENSG00000162337,Apoe,Lrp5,ENSMUSG00000002985,ENSMUSG00000024913,omnipath,omnipath
APOE,TREM2,ENSG00000130203,ENSG00000095970,Apoe,Trem2,ENSMUSG00000002985,ENSMUSG00000023992,omnipath,omnipath
APOE,SCARB1,ENSG00000130203,ENSG00000073060,Apoe,Scarb1,ENSMUSG00000002985,ENSMUSG00000037936,omnipath,omnipath
APOE,LRP8,ENSG00000130203,ENSG00000157193,Apoe,Lrp8,ENSMUSG00000002985,ENSMUSG00000028613,omnipath,omnipath
APOE,LRP1,ENSG00000130203,ENSG00000123384,Apoe,Lrp1,ENSMUSG00000002985,ENSMUSG00000040249,omnipath,omnipath
APOE,APP,ENSG00000130203,ENSG00000142192,Apoe,App,ENSMUSG00000002985,ENSMUSG00000022892,omnipath,omnipath
APOO,IL1RAPL2,ENSG00000184831,ENSG00000189108,Apoo,Il1rapl2,ENSMUSG00000079508,ENSMUSG00000059203,omnipath,omnipath
APOO,IL1RAPL1,ENSG00000184831,ENSG00000169306,Apoo,Il1rapl1,ENSMUSG00000079508,ENSMUSG00000052372,omnipath,omnipath
APP,FLT1,ENSG00000142192,ENSG00000102755,App,Flt1,ENSMUSG00000022892,ENSMUSG00000029648,nichenet_verschueren,nichenet_verschueren
APP,BACE1,ENSG00000142192,ENSG00000186318,App,Bace1,ENSMUSG00000022892,ENSMUSG00000032086,omnipath,omnipath
APP,FPR2,ENSG00000142192,ENSG00000171049,App,Fpr-rs4,ENSMUSG00000022892,ENSMUSG00000048062,omnipath,omnipath
APP,TNFRSF21,ENSG00000142192,ENSG00000146072,App,Tnfrsf21,ENSMUSG00000022892,ENSMUSG00000023915,omnipath,omnipath
APP,NCSTN,ENSG00000142192,ENSG00000162736,App,Ncstn,ENSMUSG00000022892,ENSMUSG00000003458,omnipath,omnipath
APP,CD74,ENSG00000142192,ENSG00000019582,App,Cd74,ENSMUSG00000022892,ENSMUSG00000024610,omnipath,omnipath
APP,NGFR,ENSG00000142192,ENSG00000064300,App,Ngfr,ENSMUSG00000022892,ENSMUSG00000000120,omnipath,omnipath
APP,LRP1,ENSG00000142192,ENSG00000123384,App,Lrp1,ENSMUSG00000022892,ENSMUSG00000040249,omnipath,omnipath
APP,SORL1,ENSG00000142192,ENSG00000137642,App,Sorl1,ENSMUSG00000022892,ENSMUSG00000049313,omnipath,omnipath
APP,GPC1,ENSG00000142192,ENSG00000063660,App,Gpc1,ENSMUSG00000022892,ENSMUSG00000034220,omnipath,omnipath
AREG,EGFR,ENSG00000109321,ENSG00000146648,Areg,Egfr,ENSMUSG00000029378,ENSMUSG00000020122,omnipath,omnipath
AREG,ERBB2,ENSG00000109321,ENSG00000141736,Areg,Erbb2,ENSMUSG00000029378,ENSMUSG00000062312,omnipath,omnipath
AREG,ERBB3,ENSG00000109321,ENSG00000065361,Areg,Erbb3,ENSMUSG00000029378,ENSMUSG00000018166,omnipath,omnipath
AREG,MMP9,ENSG00000109321,ENSG00000100985,Areg,Mmp9,ENSMUSG00000029378,ENSMUSG00000017737,omnipath,omnipath
ARF1,PLD2,ENSG00000143761,ENSG00000129219,Arf1,Pld2,ENSMUSG00000048076,ENSMUSG00000020828,nichenet_verschueren,nichenet_verschueren
ARMH4,TNFRSF11B,ENSG00000139971,ENSG00000164761,Armh4,Tnfrsf11b,ENSMUSG00000036242,ENSMUSG00000063727,nichenet_verschueren,nichenet_verschueren
ARTN,GFRA3,ENSG00000117407,ENSG00000146013,Artn,Gfra3,ENSMUSG00000028539,ENSMUSG00000024366,omnipath,omnipath
ARTN,GFRA2,ENSG00000117407,ENSG00000168546,Artn,Gfra2,ENSMUSG00000028539,ENSMUSG00000022103,omnipath,omnipath
ARTN,GFRA1,ENSG00000117407,ENSG00000151892,Artn,Gfra1,ENSMUSG00000028539,ENSMUSG00000025089,omnipath,omnipath
ARTN,RET,ENSG00000117407,ENSG00000165731,Artn,Ret,ENSMUSG00000028539,ENSMUSG00000030110,omnipath,omnipath
ARTN,NCAM1,ENSG00000117407,ENSG00000149294,Artn,Ncam1,ENSMUSG00000028539,ENSMUSG00000039542,omnipath,omnipath
ASIP,MGRN1,ENSG00000101440,ENSG00000102858,a,Mgrn1,ENSMUSG00000027596,ENSMUSG00000022517,nichenet_verschueren,nichenet_verschueren
ASIP,ATRN,ENSG00000101440,ENSG00000088812,a,Atrn,ENSMUSG00000027596,ENSMUSG00000027312,omnipath,omnipath
ASIP,MC1R,ENSG00000101440,ENSG00000258839,a,Mc1r,ENSMUSG00000027596,ENSMUSG00000074037,omnipath,omnipath
ASIP,MC3R,ENSG00000101440,ENSG00000124089,a,Mc3r,ENSMUSG00000027596,ENSMUSG00000038537,omnipath,omnipath
ASIP,MC4R,ENSG00000101440,ENSG00000166603,a,Mc4r,ENSMUSG00000027596,ENSMUSG00000047259,omnipath,omnipath
ASIP,MC5R,ENSG00000101440,ENSG00000176136,a,Mc5r,ENSMUSG00000027596,ENSMUSG00000007480,omnipath,omnipath
ASIP,MC2R,ENSG00000101440,ENSG00000185231,a,Mc2r,ENSMUSG00000027596,ENSMUSG00000045569,omnipath,omnipath
ASIP,F11R,ENSG00000101440,ENSG00000158769,a,F11r,ENSMUSG00000027596,ENSMUSG00000038235,omnipath,omnipath
ATP1B1,NEGR1,ENSG00000143153,ENSG00000172260,Atp1b1,Negr1,ENSMUSG00000026576,ENSMUSG00000040037,omnipath,omnipath
AVP,OXTR,ENSG00000101200,ENSG00000180914,Avp,Oxtr,ENSMUSG00000037727,ENSMUSG00000049112,omnipath,omnipath
AVP,AVPR1A,ENSG00000101200,ENSG00000166148,Avp,Avpr1a,ENSMUSG00000037727,ENSMUSG00000020123,omnipath,omnipath
AVP,AVPR1B,ENSG00000101200,ENSG00000198049,Avp,Avpr1b,ENSMUSG00000037727,ENSMUSG00000026432,omnipath,omnipath
AVP,AVPR2,ENSG00000101200,ENSG00000126895,Avp,Avpr2,ENSMUSG00000037727,ENSMUSG00000031390,omnipath,omnipath
AVP,AQP2,ENSG00000101200,ENSG00000167580,Avp,Aqp2,ENSMUSG00000037727,ENSMUSG00000023013,omnipath,omnipath
AZGP1,ITGAV,ENSG00000160862,ENSG00000138448,Azgp1,Itgav,ENSMUSG00000037053,ENSMUSG00000027087,omnipath,omnipath
B2M,TAP1,ENSG00000166710,ENSG00000168394,B2m,Tap1,ENSMUSG00000060802,ENSMUSG00000037321,omnipath,omnipath
B2M,TAP2,ENSG00000166710,ENSG00000204267,B2m,Tap2,ENSMUSG00000060802,ENSMUSG00000024339,omnipath,omnipath
B2M,CD1A,ENSG00000166710,ENSG00000158477,B2m,NA,ENSMUSG00000060802,NA,omnipath,omnipath
B2M,LILRB1,ENSG00000166710,ENSG00000104972,B2m,Lilra6,ENSMUSG00000060802,ENSMUSG00000030427,omnipath,omnipath
B2M,CD1B,ENSG00000166710,ENSG00000158485,B2m,NA,ENSMUSG00000060802,NA,omnipath,omnipath
B2M,KLRD1,ENSG00000166710,ENSG00000134539,B2m,Klrd1,ENSMUSG00000060802,ENSMUSG00000030165,omnipath,omnipath
B2M,KLRC1,ENSG00000166710,ENSG00000134545,B2m,Klrc1,ENSMUSG00000060802,ENSMUSG00000030167,omnipath,omnipath
BACE1,APP,ENSG00000186318,ENSG00000142192,Bace1,App,ENSMUSG00000032086,ENSMUSG00000022892,omnipath,omnipath
BACE1,SELPLG,ENSG00000186318,ENSG00000110876,Bace1,Selplg,ENSMUSG00000032086,ENSMUSG00000048163,omnipath,omnipath
BACE2,APP,ENSG00000182240,ENSG00000142192,Bace2,App,ENSMUSG00000040605,ENSMUSG00000022892,omnipath,omnipath
BCAN,NRCAM,ENSG00000132692,ENSG00000091129,Bcan,Nrcam,ENSMUSG00000004892,ENSMUSG00000020598,omnipath,omnipath
BCAN,EGFR,ENSG00000132692,ENSG00000146648,Bcan,Egfr,ENSMUSG00000004892,ENSMUSG00000020122,omnipath,omnipath
BDNF,NTRK2,ENSG00000176697,ENSG00000148053,Bdnf,Ntrk2,ENSMUSG00000048482,ENSMUSG00000055254,omnipath,omnipath
BDNF,NGFR,ENSG00000176697,ENSG00000064300,Bdnf,Ngfr,ENSMUSG00000048482,ENSMUSG00000000120,omnipath,omnipath
BDNF,DRD4,ENSG00000176697,ENSG00000069696,Bdnf,Drd4,ENSMUSG00000048482,ENSMUSG00000025496,omnipath,omnipath
BDNF,SORT1,ENSG00000176697,ENSG00000134243,Bdnf,Sort1,ENSMUSG00000048482,ENSMUSG00000068747,omnipath,omnipath
BDNF,ERBB2,ENSG00000176697,ENSG00000141736,Bdnf,Erbb2,ENSMUSG00000048482,ENSMUSG00000062312,omnipath,omnipath
BGN,TLR4,ENSG00000182492,ENSG00000136869,Bgn,Tlr4,ENSMUSG00000031375,ENSMUSG00000039005,omnipath,omnipath
BGN,TLR1,ENSG00000182492,ENSG00000174125,Bgn,Tlr1,ENSMUSG00000031375,ENSMUSG00000044827,omnipath,omnipath
BGN,TLR2,ENSG00000182492,ENSG00000137462,Bgn,Tlr2,ENSMUSG00000031375,ENSMUSG00000027995,omnipath,omnipath
BGN,FGFR3,ENSG00000182492,ENSG00000068078,Bgn,Fgfr3,ENSMUSG00000031375,ENSMUSG00000054252,omnipath,omnipath
BMP1,BMPR2,ENSG00000168487,ENSG00000204217,Bmp1,Bmpr2,ENSMUSG00000022098,ENSMUSG00000067336,omnipath,omnipath
BMP1,BMPR1A,ENSG00000168487,ENSG00000107779,Bmp1,Bmpr1a,ENSMUSG00000022098,ENSMUSG00000021796,omnipath,omnipath
BMP1,BMPR1B,ENSG00000168487,ENSG00000138696,Bmp1,Bmpr1b,ENSMUSG00000022098,ENSMUSG00000052430,omnipath,omnipath
BMP10,ACVR2B,ENSG00000163217,ENSG00000114739,Bmp10,Acvr2b,ENSMUSG00000030046,ENSMUSG00000061393,nichenet_verschueren,nichenet_verschueren
BMP10,BMPR1B,ENSG00000163217,ENSG00000138696,Bmp10,Bmpr1b,ENSMUSG00000030046,ENSMUSG00000052430,omnipath,omnipath
BMP10,BMPR1A,ENSG00000163217,ENSG00000107779,Bmp10,Bmpr1a,ENSMUSG00000030046,ENSMUSG00000021796,omnipath,omnipath
BMP10,ACVR1,ENSG00000163217,ENSG00000115170,Bmp10,Acvr1,ENSMUSG00000030046,ENSMUSG00000026836,omnipath,omnipath
BMP10,ENG,ENSG00000163217,ENSG00000106991,Bmp10,Eng,ENSMUSG00000030046,ENSMUSG00000026814,omnipath,omnipath
BMP10,ACVR2A,ENSG00000163217,ENSG00000121989,Bmp10,Acvr2a,ENSMUSG00000030046,ENSMUSG00000052155,omnipath,omnipath
BMP10,ACVRL1,ENSG00000163217,ENSG00000139567,Bmp10,Acvrl1,ENSMUSG00000030046,ENSMUSG00000000530,omnipath,omnipath
BMP10,BMPR2,ENSG00000163217,ENSG00000204217,Bmp10,Bmpr2,ENSMUSG00000030046,ENSMUSG00000067336,omnipath,omnipath
BMP15,ACVR1,ENSG00000130385,ENSG00000115170,Bmp15,Acvr1,ENSMUSG00000023279,ENSMUSG00000026836,nichenet_verschueren,nichenet_verschueren
BMP15,BMPR2,ENSG00000130385,ENSG00000204217,Bmp15,Bmpr2,ENSMUSG00000023279,ENSMUSG00000067336,omnipath,omnipath
BMP15,BMPR1A,ENSG00000130385,ENSG00000107779,Bmp15,Bmpr1a,ENSMUSG00000023279,ENSMUSG00000021796,omnipath,omnipath
BMP15,BMPR1B,ENSG00000130385,ENSG00000138696,Bmp15,Bmpr1b,ENSMUSG00000023279,ENSMUSG00000052430,omnipath,omnipath
BMP15,ACVR2A,ENSG00000130385,ENSG00000121989,Bmp15,Acvr2a,ENSMUSG00000023279,ENSMUSG00000052155,omnipath,omnipath
BMP15,ACVR2B,ENSG00000130385,ENSG00000114739,Bmp15,Acvr2b,ENSMUSG00000023279,ENSMUSG00000061393,omnipath,omnipath
BMP15,TGFBR1,ENSG00000130385,ENSG00000106799,Bmp15,Tgfbr1,ENSMUSG00000023279,ENSMUSG00000007613,omnipath,omnipath
BMP2,BMPR2,ENSG00000125845,ENSG00000204217,Bmp2,Bmpr2,ENSMUSG00000027358,ENSMUSG00000067336,omnipath,omnipath
BMP2,ACVR2B,ENSG00000125845,ENSG00000114739,Bmp2,Acvr2b,ENSMUSG00000027358,ENSMUSG00000061393,omnipath,omnipath
BMP2,BMPR1B,ENSG00000125845,ENSG00000138696,Bmp2,Bmpr1b,ENSMUSG00000027358,ENSMUSG00000052430,omnipath,omnipath
BMP2,ACVR2A,ENSG00000125845,ENSG00000121989,Bmp2,Acvr2a,ENSMUSG00000027358,ENSMUSG00000052155,omnipath,omnipath
BMP2,BMPR1A,ENSG00000125845,ENSG00000107779,Bmp2,Bmpr1a,ENSMUSG00000027358,ENSMUSG00000021796,omnipath,omnipath
BMP2,ACVR1,ENSG00000125845,ENSG00000115170,Bmp2,Acvr1,ENSMUSG00000027358,ENSMUSG00000026836,omnipath,omnipath
BMP2,HJV,ENSG00000125845,ENSG00000168509,Bmp2,Hjv,ENSMUSG00000027358,ENSMUSG00000038403,omnipath,omnipath
BMP2,ENG,ENSG00000125845,ENSG00000106991,Bmp2,Eng,ENSMUSG00000027358,ENSMUSG00000026814,omnipath,omnipath
BMP3,ACVR1,ENSG00000152785,ENSG00000115170,Bmp3,Acvr1,ENSMUSG00000029335,ENSMUSG00000026836,nichenet_verschueren,nichenet_verschueren
BMP3,ACVR2B,ENSG00000152785,ENSG00000114739,Bmp3,Acvr2b,ENSMUSG00000029335,ENSMUSG00000061393,omnipath,omnipath
BMP3,BMPR2,ENSG00000152785,ENSG00000204217,Bmp3,Bmpr2,ENSMUSG00000029335,ENSMUSG00000067336,omnipath,omnipath
BMP3,BMPR1A,ENSG00000152785,ENSG00000107779,Bmp3,Bmpr1a,ENSMUSG00000029335,ENSMUSG00000021796,omnipath,omnipath
BMP3,BMPR1B,ENSG00000152785,ENSG00000138696,Bmp3,Bmpr1b,ENSMUSG00000029335,ENSMUSG00000052430,omnipath,omnipath
BMP3,ACVR2A,ENSG00000152785,ENSG00000121989,Bmp3,Acvr2a,ENSMUSG00000029335,ENSMUSG00000052155,omnipath,omnipath
BMP3,ACVR1B,ENSG00000152785,ENSG00000135503,Bmp3,Acvr1b,ENSMUSG00000029335,ENSMUSG00000000532,omnipath,omnipath
BMP4,ACVR1,ENSG00000125378,ENSG00000115170,Bmp4,Acvr1,ENSMUSG00000021835,ENSMUSG00000026836,nichenet_verschueren,nichenet_verschueren
BMP4,BMPR2,ENSG00000125378,ENSG00000204217,Bmp4,Bmpr2,ENSMUSG00000021835,ENSMUSG00000067336,omnipath,omnipath
BMP4,BMPR1B,ENSG00000125378,ENSG00000138696,Bmp4,Bmpr1b,ENSMUSG00000021835,ENSMUSG00000052430,omnipath,omnipath
BMP4,BMPR1A,ENSG00000125378,ENSG00000107779,Bmp4,Bmpr1a,ENSMUSG00000021835,ENSMUSG00000021796,omnipath,omnipath
BMP4,GREM2,ENSG00000125378,ENSG00000180875,Bmp4,Grem2,ENSMUSG00000021835,ENSMUSG00000050069,omnipath,omnipath
BMP4,ACVR2A,ENSG00000125378,ENSG00000121989,Bmp4,Acvr2a,ENSMUSG00000021835,ENSMUSG00000052155,omnipath,omnipath
BMP4,ACVR2B,ENSG00000125378,ENSG00000114739,Bmp4,Acvr2b,ENSMUSG00000021835,ENSMUSG00000061393,omnipath,omnipath
BMP5,HJV,ENSG00000112175,ENSG00000168509,Bmp5,Hjv,ENSMUSG00000032179,ENSMUSG00000038403,omnipath,omnipath
BMP5,PTPRD,ENSG00000112175,ENSG00000153707,Bmp5,Ptprd,ENSMUSG00000032179,ENSMUSG00000028399,omnipath,omnipath
BMP5,ACVR1,ENSG00000112175,ENSG00000115170,Bmp5,Acvr1,ENSMUSG00000032179,ENSMUSG00000026836,omnipath,omnipath
BMP5,BMPR1A,ENSG00000112175,ENSG00000107779,Bmp5,Bmpr1a,ENSMUSG00000032179,ENSMUSG00000021796,omnipath,omnipath
BMP5,BMPR2,ENSG00000112175,ENSG00000204217,Bmp5,Bmpr2,ENSMUSG00000032179,ENSMUSG00000067336,omnipath,omnipath
BMP5,ACVR2A,ENSG00000112175,ENSG00000121989,Bmp5,Acvr2a,ENSMUSG00000032179,ENSMUSG00000052155,omnipath,omnipath
BMP5,BMPR1B,ENSG00000112175,ENSG00000138696,Bmp5,Bmpr1b,ENSMUSG00000032179,ENSMUSG00000052430,omnipath,omnipath
BMP5,ACVR2B,ENSG00000112175,ENSG00000114739,Bmp5,Acvr2b,ENSMUSG00000032179,ENSMUSG00000061393,omnipath,omnipath
BMP6,BMPR2,ENSG00000153162,ENSG00000204217,Bmp6,Bmpr2,ENSMUSG00000039004,ENSMUSG00000067336,omnipath,omnipath
BMP6,AMHR2,ENSG00000153162,ENSG00000135409,Bmp6,Amhr2,ENSMUSG00000039004,ENSMUSG00000023047,omnipath,omnipath
BMP6,BMPR1B,ENSG00000153162,ENSG00000138696,Bmp6,Bmpr1b,ENSMUSG00000039004,ENSMUSG00000052430,omnipath,omnipath
BMP6,BMPR1A,ENSG00000153162,ENSG00000107779,Bmp6,Bmpr1a,ENSMUSG00000039004,ENSMUSG00000021796,omnipath,omnipath
BMP6,HJV,ENSG00000153162,ENSG00000168509,Bmp6,Hjv,ENSMUSG00000039004,ENSMUSG00000038403,omnipath,omnipath
BMP6,ACVR1,ENSG00000153162,ENSG00000115170,Bmp6,Acvr1,ENSMUSG00000039004,ENSMUSG00000026836,omnipath,omnipath
BMP6,ACVR2A,ENSG00000153162,ENSG00000121989,Bmp6,Acvr2a,ENSMUSG00000039004,ENSMUSG00000052155,omnipath,omnipath
BMP6,ACVR2B,ENSG00000153162,ENSG00000114739,Bmp6,Acvr2b,ENSMUSG00000039004,ENSMUSG00000061393,omnipath,omnipath
BMP7,ACVR2B,ENSG00000101144,ENSG00000114739,Bmp7,Acvr2b,ENSMUSG00000008999,ENSMUSG00000061393,omnipath,omnipath
BMP7,BMPR2,ENSG00000101144,ENSG00000204217,Bmp7,Bmpr2,ENSMUSG00000008999,ENSMUSG00000067336,omnipath,omnipath
BMP7,ACVR2A,ENSG00000101144,ENSG00000121989,Bmp7,Acvr2a,ENSMUSG00000008999,ENSMUSG00000052155,omnipath,omnipath
BMP7,BMPR1A,ENSG00000101144,ENSG00000107779,Bmp7,Bmpr1a,ENSMUSG00000008999,ENSMUSG00000021796,omnipath,omnipath
