human_ensembl,human_symbol,mouse_ensembl,mouse_symbol
ENSG00000100767,PAPLN,ENSMUSG00000021223,Papln
ENSG00000182752,PAPPA,ENSMUSG00000028370,Pappa
ENSG00000116183,PAPPA2,ENSMUSG00000073530,Pappa2
ENSG00000171053,PATE1,ENSMUSG00000091215,Pate1
ENSG00000196844,PATE2,ENSMUSG00000074452,Pate2
ENSG00000236027,PATE3,ENSMUSG00000094995,Pate3
ENSG00000237353,PATE4,ENSMUSG00000032099,Pate4
ENSG00000075891,PAX2,ENSMUSG00000004231,Pax2
ENSG00000113555,PCDH12,ENSMUSG00000024440,Pcdh12
ENSG00000150275,PCDH15,ENSMUSG00000052613,Pcdh15
ENSG00000204970,PCDHA1,ENSMUSG00000103442,Pcdha1
ENSG00000250120,PCDHA10,ENSMUSG00000103770,Pcdha9
ENSG00000081842,PCDHA6,ENSMUSG00000103707,Pcdha6
ENSG00000253873,PCDHGA11,ENSMUSG00000102742,Pcdhga11
ENSG00000106333,PCOLCE,ENSMUSG00000029718,Pcolce
ENSG00000163710,PCOLCE2,ENSMUSG00000015354,Pcolce2
ENSG00000175426,PCSK1,ENSMUSG00000021587,Pcsk1
ENSG00000102109,PCSK1N,ENSMUSG00000039278,Pcsk1n
ENSG00000125851,PCSK2,ENSMUSG00000027419,Pcsk2
ENSG00000099139,PCSK5,ENSMUSG00000024713,Pcsk5
ENSG00000140479,PCSK6,ENSMUSG00000030513,Pcsk6
ENSG00000169174,PCSK9,ENSMUSG00000044254,Pcsk9
ENSG00000116005,PCYOX1,ENSMUSG00000029998,Pcyox1
ENSG00000145882,PCYOX1L,ENSMUSG00000024579,Pcyox1l
ENSG00000197646,PDCD1LG2,ENSMUSG00000016498,Pdcd1lg2
ENSG00000170248,PDCD6IP,NA,NA
ENSG00000258429,PDF,ENSMUSG00000078931,Pdf
ENSG00000197461,PDGFA,ENSMUSG00000025856,Pdgfa
ENSG00000100311,PDGFB,ENSMUSG00000000489,Pdgfb
ENSG00000145431,PDGFC,ENSMUSG00000028019,Pdgfc
ENSG00000170962,PDGFD,ENSMUSG00000032006,Pdgfd
ENSG00000134853,PDGFRA,ENSMUSG00000029231,Pdgfra
ENSG00000104213,PDGFRL,ENSMUSG00000031595,Pdgfrl
ENSG00000185615,PDIA2,ENSMUSG00000024184,Pdia2
ENSG00000167004,PDIA3,ENSMUSG00000027248,Pdia3
ENSG00000155660,PDIA4,ENSMUSG00000025823,Pdia4
ENSG00000065485,PDIA5,ENSMUSG00000022844,Pdia5
ENSG00000143870,PDIA6,ENSMUSG00000020571,Pdia6
ENSG00000169340,PDILT,ENSMUSG00000030968,Pdilt
ENSG00000101327,PDYN,ENSMUSG00000027400,Pdyn
ENSG00000120509,PDZD11,ENSMUSG00000015668,Pdzd11
ENSG00000133401,PDZD2,ENSMUSG00000022197,Pdzd2
ENSG00000134020,PEBP4,ENSMUSG00000022085,Pebp4
ENSG00000181195,PENK,ENSMUSG00000045573,Penk
ENSG00000232838,PET117,ENSMUSG00000098387,Pet117
ENSG00000163737,PF4,NA,NA
ENSG00000109272,PF4V1,NA,NA
ENSG00000229859,PGA3,NA,NA
ENSG00000229183,PGA4,NA,NA
ENSG00000256713,PGA5,NA,NA
ENSG00000247077,PGAM5,ENSMUSG00000029500,Pgam5
ENSG00000096088,PGC,ENSMUSG00000023987,Pgc
ENSG00000119630,PGF,ENSMUSG00000004791,Pgf
ENSG00000008438,PGLYRP1,ENSMUSG00000030413,Pglyrp1
ENSG00000161031,PGLYRP2,ENSMUSG00000079563,Pglyrp2
ENSG00000159527,PGLYRP3,ENSMUSG00000042244,Pglyrp3
ENSG00000163218,PGLYRP4,ENSMUSG00000042250,Pglyrp4
ENSG00000101856,PGRMC1,ENSMUSG00000006373,Pgrmc1
ENSG00000164040,PGRMC2,ENSMUSG00000049940,Pgrmc2
ENSG00000167085,PHB1,ENSMUSG00000038845,Phb1
ENSG00000137558,PI15,ENSMUSG00000067780,Pi15
ENSG00000164530,PI16,ENSMUSG00000024011,Pi16
ENSG00000124102,PI3,NA,NA
ENSG00000139200,PIANP,ENSMUSG00000030329,Pianp
ENSG00000083535,PIBF1,ENSMUSG00000022064,Pibf1
ENSG00000142892,PIGK,ENSMUSG00000039047,Pigk
ENSG00000162896,PIGR,ENSMUSG00000026417,Pigr
ENSG00000124155,PIGT,ENSMUSG00000017721,Pigt
ENSG00000085514,PILRA,NA,NA
ENSG00000121716,PILRB,NA,NA
ENSG00000234465,PINLYP,ENSMUSG00000011632,Pinlyp
ENSG00000159763,PIP,ENSMUSG00000058499,Pip
ENSG00000008710,PKD1,ENSMUSG00000032855,Pkd1
ENSG00000118762,PKD2,ENSMUSG00000034462,Pkd2
ENSG00000162878,PKDCC,ENSMUSG00000024247,Pkdcc
ENSG00000170927,PKHD1,ENSMUSG00000043760,Pkhd1
ENSG00000144837,PLA1A,ENSMUSG00000002847,Pla1a
ENSG00000069764,PLA2G10,ENSMUSG00000022683,Pla2g10
ENSG00000123739,PLA2G12A,ENSMUSG00000027999,Pla2g12a
ENSG00000138308,PLA2G12B,ENSMUSG00000009646,Pla2g12b
ENSG00000103066,PLA2G15,ENSMUSG00000031903,Pla2g15
ENSG00000170890,PLA2G1B,ENSMUSG00000029522,Pla2g1b
ENSG00000188257,PLA2G2A,ENSMUSG00000058908,Pla2g2a
ENSG00000187980,PLA2G2C,ENSMUSG00000028750,Pla2g2c
ENSG00000117215,PLA2G2D,ENSMUSG00000041202,Pla2g2d
ENSG00000188784,PLA2G2E,ENSMUSG00000028751,Pla2g2e
ENSG00000158786,PLA2G2F,ENSMUSG00000028749,Pla2g2f
ENSG00000100078,PLA2G3,ENSMUSG00000034579,Pla2g3
ENSG00000127472,PLA2G5,ENSMUSG00000041193,Pla2g5
ENSG00000146070,PLA2G7,ENSMUSG00000023913,Pla2g7
ENSG00000153246,PLA2R1,ENSMUSG00000054580,Pla2r1
ENSG00000170965,PLAC1,ENSMUSG00000061082,Plac1
ENSG00000189129,PLAC9,ENSMUSG00000095304,Plac9
ENSG00000104368,PLAT,ENSMUSG00000031538,Plat
ENSG00000122861,PLAU,ENSMUSG00000021822,Plau
ENSG00000011422,PLAUR,ENSMUSG00000046223,Plaur
ENSG00000121316,PLBD1,ENSMUSG00000030214,Plbd1
ENSG00000151176,PLBD2,ENSMUSG00000029598,Plbd2
ENSG00000122194,PLG,ENSMUSG00000059481,Plg
ENSG00000183281,PLGLB1,ENSMUSG00000059481,Plg
ENSG00000125551,PLGLB2,ENSMUSG00000059481,Plg
ENSG00000083444,PLOD1,ENSMUSG00000019055,Plod1
ENSG00000152952,PLOD2,ENSMUSG00000032374,Plod2
ENSG00000106397,PLOD3,ENSMUSG00000004846,Plod3
ENSG00000100979,PLTP,ENSMUSG00000017754,Pltp
ENSG00000161381,PLXDC1,ENSMUSG00000017417,Plxdc1
ENSG00000221866,PLXNA4,ENSMUSG00000029765,Plxna4
ENSG00000164050,PLXNB1,ENSMUSG00000053646,Plxnb1
ENSG00000162877,PM20D1,ENSMUSG00000042251,Pm20d1
ENSG00000183395,PMCH,ENSMUSG00000035383,Pmch
ENSG00000185664,PMEL,ENSMUSG00000025359,Pmel
ENSG00000124225,PMEPA1,ENSMUSG00000038400,Pmepa1
ENSG00000175535,PNLIP,ENSMUSG00000046008,Pnlip
ENSG00000187021,PNLIPRP1,ENSMUSG00000042179,Pnliprp1
ENSG00000203837,PNLIPRP3,NA,NA
ENSG00000168081,PNOC,ENSMUSG00000045731,Pnoc
ENSG00000174348,PODN,ENSMUSG00000028600,Podn
ENSG00000132000,PODNL1,ENSMUSG00000012889,Podnl1
ENSG00000101346,POFUT1,ENSMUSG00000046020,Pofut1
ENSG00000186866,POFUT2,ENSMUSG00000020260,Pofut2
ENSG00000163389,POGLUT1,ENSMUSG00000034064,Poglut1
ENSG00000134901,POGLUT2,ENSMUSG00000026047,Poglut2
ENSG00000178202,POGLUT3,ENSMUSG00000034487,Poglut3
ENSG00000291307,POLGARF,NA,NA
ENSG00000115138,POMC,ENSMUSG00000020660,Pomc
ENSG00000144647,POMGNT2,ENSMUSG00000066235,Pomgnt2
ENSG00000005421,PON1,ENSMUSG00000002588,Pon1
ENSG00000105854,PON2,ENSMUSG00000032667,Pon2
ENSG00000105852,PON3,ENSMUSG00000029759,Pon3
ENSG00000133110,POSTN,ENSMUSG00000027750,Postn
ENSG00000163736,PPBP,ENSMUSG00000029372,Ppbp
ENSG00000196262,PPIA,ENSMUSG00000071866,Ppia
ENSG00000166794,PPIB,ENSMUSG00000032383,Ppib
ENSG00000168938,PPIC,ENSMUSG00000024538,Ppic
ENSG00000131238,PPT1,ENSMUSG00000028657,Ppt1
ENSG00000221988,PPT2,ENSMUSG00000015474,Ppt2
ENSG00000108849,PPY,ENSMUSG00000017316,Ppy
ENSG00000229637,PRAC2,NA,NA
ENSG00000135617,PRADC1,ENSMUSG00000030008,Pradc1
ENSG00000165828,PRAP1,ENSMUSG00000025467,Prap1
ENSG00000251655,PRB1,NA,NA
ENSG00000121335,PRB2,NA,NA
ENSG00000197870,PRB3,NA,NA
ENSG00000230657,PRB4,NA,NA
ENSG00000214140,PRCD,ENSMUSG00000075410,Prcd
ENSG00000137509,PRCP,ENSMUSG00000061119,Prcp
ENSG00000123131,PRDX4,ENSMUSG00000025289,Prdx4
ENSG00000188783,PRELP,ENSMUSG00000041577,Prelp
ENSG00000180644,PRF1,ENSMUSG00000037202,Prf1
ENSG00000186652,PRG2,ENSMUSG00000027073,Prg2
ENSG00000156575,PRG3,ENSMUSG00000027072,Prg3
ENSG00000116690,PRG4,ENSMUSG00000006014,Prg4
ENSG00000134551,PRH2,NA,NA
ENSG00000130175,PRKCSH,ENSMUSG00000003402,Prkcsh
ENSG00000172179,PRL,ENSMUSG00000017064,Prl5a1
ENSG00000071677,PRLH,ENSMUSG00000090550,Prlh
ENSG00000113494,PRLR,ENSMUSG00000005268,Prlr
ENSG00000115718,PROC,NA,NA
ENSG00000143125,PROK1,ENSMUSG00000070368,Prok1
ENSG00000163421,PROK2,ENSMUSG00000030069,Prok2
ENSG00000184500,PROS1,ENSMUSG00000022912,Pros1
ENSG00000126231,PROZ,ENSMUSG00000031445,Proz
ENSG00000187533,PRR27,ENSMUSG00000002240,Prr27
ENSG00000111215,PRR4,NA,NA
ENSG00000163704,PRRT3,ENSMUSG00000045009,Prrt3
ENSG00000224940,PRRT4,ENSMUSG00000079654,Prrt4
ENSG00000204983,PRSS1,ENSMUSG00000071521,Try10
ENSG00000164099,PRSS12,ENSMUSG00000027978,Prss12
ENSG00000112812,PRSS16,ENSMUSG00000006179,Prss16
ENSG00000275896,PRSS2,ENSMUSG00000071521,Try10
ENSG00000007038,PRSS21,ENSMUSG00000024116,Prss21
ENSG00000005001,PRSS22,ENSMUSG00000045027,Prss22
ENSG00000150687,PRSS23,ENSMUSG00000039405,Prss23
ENSG00000172382,PRSS27,ENSMUSG00000050762,Prss27
ENSG00000010438,PRSS3,ENSMUSG00000071521,Try10
ENSG00000103355,PRSS33,ENSMUSG00000049620,Prss33
ENSG00000146250,PRSS35,ENSMUSG00000033491,Prss35
ENSG00000178226,PRSS36,ENSMUSG00000070371,Prss36
ENSG00000165076,PRSS37,ENSMUSG00000029909,Prss37
ENSG00000185888,PRSS38,ENSMUSG00000049291,Prss38
ENSG00000189099,PRSS48,ENSMUSG00000049013,Prss48
ENSG00000283706,PRSS50,ENSMUSG00000048752,Prss50
ENSG00000253649,PRSS51,ENSMUSG00000052099,Prss51
ENSG00000151006,PRSS53,ENSMUSG00000044139,Prss53
ENSG00000103023,PRSS54,ENSMUSG00000048400,Prss54
ENSG00000184647,PRSS55,ENSMUSG00000034623,Prss55
ENSG00000185198,PRSS57,ENSMUSG00000020323,Prss57
ENSG00000258223,PRSS58,ENSMUSG00000051936,Prss58
ENSG00000052344,PRSS8,ENSMUSG00000030800,Prss8
ENSG00000196415,PRTN3,ENSMUSG00000057729,Prtn3
ENSG00000122378,PRXL2A,ENSMUSG00000021792,Prxl2a
ENSG00000197746,PSAP,ENSMUSG00000004207,Psap
ENSG00000178597,PSAPL1,ENSMUSG00000043430,Psapl1
ENSG00000231924,PSG1,ENSMUSG00000011350,Gm5893
ENSG00000243130,PSG11,ENSMUSG00000011350,Gm5893
ENSG00000242221,PSG2,ENSMUSG00000011350,Gm5893
ENSG00000221826,PSG3,ENSMUSG00000011350,Gm5893
ENSG00000243137,PSG4,ENSMUSG00000011350,Gm5893
ENSG00000204941,PSG5,ENSMUSG00000011350,Gm5893
ENSG00000170848,PSG6,ENSMUSG00000011350,Gm5893
ENSG00000221878,PSG7,ENSMUSG00000011350,Gm5893
ENSG00000124467,PSG8,ENSMUSG00000011350,Gm5893
ENSG00000183668,PSG9,ENSMUSG00000011350,Gm5893
ENSG00000204538,PSORS1C2,ENSMUSG00000024409,Psors1c2
ENSG00000125650,PSPN,ENSMUSG00000002664,Pspn
ENSG00000171862,PTEN,NA,NA
ENSG00000107317,PTGDS,ENSMUSG00000015090,Ptgds
ENSG00000095303,PTGS1,ENSMUSG00000047250,Ptgs1
ENSG00000073756,PTGS2,ENSMUSG00000032487,Ptgs2
ENSG00000152266,PTH,ENSMUSG00000059077,Pth
ENSG00000142538,PTH2,ENSMUSG00000038300,Pth2
ENSG00000087494,PTHLH,ENSMUSG00000048776,Pthlh
ENSG00000112655,PTK7,ENSMUSG00000023972,Ptk7
ENSG00000105894,PTN,ENSMUSG00000029838,Ptn
ENSG00000081237,PTPRC,ENSMUSG00000026395,Ptprc
ENSG00000213402,PTPRCAP,ENSMUSG00000045826,Ptprcap
ENSG00000153707,PTPRD,ENSMUSG00000028399,Ptprd
ENSG00000142949,PTPRF,ENSMUSG00000033295,Ptprf
ENSG00000149177,PTPRJ,ENSMUSG00000025314,Ptprj
ENSG00000151490,PTPRO,ENSMUSG00000030223,Ptpro
ENSG00000153233,PTPRR,ENSMUSG00000020151,Ptprr
ENSG00000105426,PTPRS,ENSMUSG00000013236,Ptprs
ENSG00000106278,PTPRZ1,ENSMUSG00000068748,Ptprz1
ENSG00000163661,PTX3,ENSMUSG00000027832,Ptx3
ENSG00000251692,PTX4,ENSMUSG00000044172,Ptx4
ENSG00000073008,PVR,ENSMUSG00000040511,Pvr
ENSG00000130508,PXDN,ENSMUSG00000020674,Pxdn
ENSG00000147485,PXDNL,NA,NA
ENSG00000155893,PXYLP1,ENSMUSG00000043587,Pxylp1
ENSG00000131096,PYY,ENSMUSG00000017311,Pyy
ENSG00000126838,PZP,ENSMUSG00000108022,Gm7298
ENSG00000115828,QPCT,ENSMUSG00000024084,Qpct
ENSG00000188710,QRFP,ENSMUSG00000043102,Qrfp
ENSG00000116260,QSOX1,ENSMUSG00000033684,Qsox1
ENSG00000165661,QSOX2,ENSMUSG00000036327,Qsox2
ENSG00000101074,R3HDML,ENSMUSG00000078949,R3hdml
ENSG00000164520,RAET1E,ENSMUSG00000079685,Ulbp1
ENSG00000203722,RAET1G,ENSMUSG00000079685,Ulbp1
ENSG00000118849,RARRES1,ENSMUSG00000049404,Rarres1
ENSG00000106538,RARRES2,ENSMUSG00000009281,Rarres2
ENSG00000265203,RBP3,ENSMUSG00000041534,Rbp3
ENSG00000138207,RBP4,ENSMUSG00000024990,Rbp4
ENSG00000049449,RCN1,ENSMUSG00000005973,Rcn1
ENSG00000117906,RCN2,ENSMUSG00000032320,Rcn2
ENSG00000142552,RCN3,ENSMUSG00000019539,Rcn3
ENSG00000072042,RDH11,ENSMUSG00000066441,Rdh11
ENSG00000160439,RDH13,ENSMUSG00000008435,Rdh13
ENSG00000115386,REG1A,ENSMUSG00000059654,Reg1
ENSG00000172023,REG1B,ENSMUSG00000071356,Reg3b
ENSG00000172016,REG3A,NA,NA
ENSG00000143954,REG3G,NA,NA
ENSG00000134193,REG4,ENSMUSG00000027876,Reg4
ENSG00000189056,RELN,ENSMUSG00000042453,Reln
ENSG00000143839,REN,ENSMUSG00000070645,Ren1
ENSG00000104918,RETN,ENSMUSG00000012705,Retn
ENSG00000163515,RETNLB,ENSMUSG00000061100,Retnla
ENSG00000159496,RGL4,NA,NA
ENSG00000182175,RGMA,ENSMUSG00000070509,Rgma
ENSG00000166405,RIC3,ENSMUSG00000048330,Ric3
ENSG00000107018,RLN1,ENSMUSG00000039097,Rln1
ENSG00000107014,RLN2,ENSMUSG00000039097,Rln1
ENSG00000171136,RLN3,ENSMUSG00000045232,Rln3
ENSG00000129538,RNASE1,ENSMUSG00000035896,Rnase1
ENSG00000182545,RNASE10,ENSMUSG00000021872,Rnase10
ENSG00000173464,RNASE11,NA,NA
ENSG00000258436,RNASE12,ENSMUSG00000068407,Rnase12
ENSG00000206150,RNASE13,ENSMUSG00000068392,Rnase13
ENSG00000169385,RNASE2,ENSMUSG00000059606,Rnase2b
ENSG00000169397,RNASE3,ENSMUSG00000059606,Rnase2b
ENSG00000258818,RNASE4,ENSMUSG00000021876,Rnase4
ENSG00000169413,RNASE6,ENSMUSG00000021880,Rnase6
ENSG00000165799,RNASE7,NA,NA
ENSG00000173431,RNASE8,NA,NA
ENSG00000188655,RNASE9,ENSMUSG00000052382,Rnase9
ENSG00000171865,RNASEH1,ENSMUSG00000020630,Rnaseh1
ENSG00000026297,RNASET2,ENSMUSG00000095687,Rnaset2a
ENSG00000170153,RNF150,ENSMUSG00000047747,Rnf150
ENSG00000184719,RNLS,ENSMUSG00000071573,Rnls
ENSG00000176393,RNPEP,ENSMUSG00000041926,Rnpep
ENSG00000185483,ROR1,ENSMUSG00000035305,Ror1
ENSG00000215853,RPTN,ENSMUSG00000041984,Rptn
ENSG00000102104,RS1,ENSMUSG00000031293,Rs1
ENSG00000169218,RSPO1,ENSMUSG00000028871,Rspo1
ENSG00000147655,RSPO2,ENSMUSG00000051920,Rspo2
ENSG00000146374,RSPO3,ENSMUSG00000019880,Rspo3
ENSG00000101282,RSPO4,ENSMUSG00000032852,Rspo4
ENSG00000159579,RSPRY1,ENSMUSG00000050079,Rspry1
ENSG00000132026,RTBDN,ENSMUSG00000048617,Rtbdn
ENSG00000185924,RTN4RL1,ENSMUSG00000045287,Rtn4rl1
ENSG00000186907,RTN4RL2,ENSMUSG00000050896,Rtn4rl2
ENSG00000163221,S100A12,NA,NA
ENSG00000189171,S100A13,ENSMUSG00000042312,S100a13
ENSG00000196154,S100A4,ENSMUSG00000001020,S100a4
ENSG00000143556,S100A7,NA,NA
ENSG00000143546,S100A8,ENSMUSG00000056054,S100a8
ENSG00000163220,S100A9,ENSMUSG00000056071,S100a9
ENSG00000160307,S100B,ENSMUSG00000033208,S100b
ENSG00000173432,SAA1,NA,NA
ENSG00000134339,SAA2,NA,NA
ENSG00000148965,SAA4,ENSMUSG00000040017,Saa4
ENSG00000141858,SAMD1,NA,NA
ENSG00000189001,SBSN,ENSMUSG00000046056,Sbsn
ENSG00000164764,SBSPON,ENSMUSG00000032719,Sbspon
ENSG00000171951,SCG2,ENSMUSG00000050711,Scg2
ENSG00000104112,SCG3,ENSMUSG00000032181,Scg3
ENSG00000166922,SCG5,ENSMUSG00000023236,Scg5
ENSG00000149021,SCGB1A1,ENSMUSG00000024653,Scgb1a1
ENSG00000188076,SCGB1C1,ENSMUSG00000038801,Scgb1c1
ENSG00000268320,SCGB1C2,ENSMUSG00000038801,Scgb1c1
ENSG00000168515,SCGB1D1,NA,NA
ENSG00000124935,SCGB1D2,NA,NA
ENSG00000197745,SCGB1D4,NA,NA
ENSG00000124939,SCGB2A1,ENSMUSG00000096872,Scgb2a2
ENSG00000110484,SCGB2A2,ENSMUSG00000096872,Scgb2a2
ENSG00000205209,SCGB2B2,NA,NA
ENSG00000161055,SCGB3A1,ENSMUSG00000064057,Scgb3a1
ENSG00000164265,SCGB3A2,ENSMUSG00000038791,Scgb3a2
ENSG00000079689,SCGN,ENSMUSG00000021337,Scgn
ENSG00000105711,SCN1B,ENSMUSG00000019194,Scn1b
ENSG00000121064,SCPEP1,ENSMUSG00000000278,Scpep1
ENSG00000164106,SCRG1,ENSMUSG00000031610,Scrg1
ENSG00000070031,SCT,ENSMUSG00000038580,Sct
ENSG00000159307,SCUBE1,ENSMUSG00000016763,Scube1
ENSG00000175356,SCUBE2,ENSMUSG00000007279,Scube2
ENSG00000146197,SCUBE3,ENSMUSG00000038677,Scube3
ENSG00000115884,SDC1,ENSMUSG00000020592,Sdc1
ENSG00000124145,SDC4,ENSMUSG00000017009,Sdc4
ENSG00000137575,SDCBP,ENSMUSG00000028249,Sdcbp
ENSG00000132581,SDF2,ENSMUSG00000002064,Sdf2
ENSG00000128228,SDF2L1,ENSMUSG00000022769,Sdf2l1
ENSG00000078808,SDF4,ENSMUSG00000029076,Sdf4
ENSG00000141574,SECTM1,ENSMUSG00000039364,Sectm1b
ENSG00000071537,SEL1L,ENSMUSG00000020964,Sel1l
ENSG00000183291,SELENOF,ENSMUSG00000037072,Selenof
ENSG00000198832,SELENOM,ENSMUSG00000075702,Selenom
ENSG00000162430,SELENON,ENSMUSG00000050989,Selenon
ENSG00000250722,SELENOP,ENSMUSG00000064373,Selenop
ENSG00000075213,SEMA3A,ENSMUSG00000028883,Sema3a
ENSG00000012171,SEMA3B,ENSMUSG00000057969,Sema3b
ENSG00000075223,SEMA3C,ENSMUSG00000028780,Sema3c
ENSG00000153993,SEMA3D,ENSMUSG00000040254,Sema3d
ENSG00000170381,SEMA3E,ENSMUSG00000063531,Sema3e
ENSG00000001617,SEMA3F,ENSMUSG00000034684,Sema3f
ENSG00000010319,SEMA3G,ENSMUSG00000021904,Sema3g
ENSG00000095539,SEMA4G,ENSMUSG00000025207,Sema4g
ENSG00000137872,SEMA6D,ENSMUSG00000027200,Sema6d
ENSG00000124233,SEMG1,ENSMUSG00000040132,Semg1
ENSG00000124157,SEMG2,ENSMUSG00000040132,Semg1
ENSG00000197249,SERPINA1,ENSMUSG00000071178,Serpina1b
ENSG00000140093,SERPINA10,ENSMUSG00000061947,Serpina10
ENSG00000186910,SERPINA11,ENSMUSG00000063232,Serpina11
ENSG00000165953,SERPINA12,ENSMUSG00000041567,Serpina12
ENSG00000196136,SERPINA3,ENSMUSG00000079014,Serpina3i
ENSG00000100665,SERPINA4,NA,NA
ENSG00000188488,SERPINA5,ENSMUSG00000041550,Serpina5
ENSG00000170099,SERPINA6,ENSMUSG00000060807,Serpina6
ENSG00000123561,SERPINA7,ENSMUSG00000031271,Serpina7
ENSG00000170054,SERPINA9,ENSMUSG00000058260,Serpina9
ENSG00000021355,SERPINB1,ENSMUSG00000044734,Serpinb1a
ENSG00000197632,SERPINB2,ENSMUSG00000062345,Serpinb2
ENSG00000206075,SERPINB5,ENSMUSG00000067006,Serpinb5
ENSG00000117601,SERPINC1,ENSMUSG00000026715,Serpinc1
ENSG00000099937,SERPIND1,ENSMUSG00000022766,Serpind1
ENSG00000106366,SERPINE1,ENSMUSG00000037411,Serpine1
ENSG00000135919,SERPINE2,ENSMUSG00000026249,Serpine2
ENSG00000253309,SERPINE3,ENSMUSG00000091155,Serpine3
ENSG00000132386,SERPINF1,ENSMUSG00000000753,Serpinf1
ENSG00000167711,SERPINF2,ENSMUSG00000038224,Serpinf2
ENSG00000149131,SERPING1,ENSMUSG00000023224,Serping1
ENSG00000149257,SERPINH1,ENSMUSG00000070436,Serpinh1
ENSG00000163536,SERPINI1,ENSMUSG00000027834,Serpini1
ENSG00000114204,SERPINI2,ENSMUSG00000034139,Serpini2
ENSG00000175793,SFN,ENSMUSG00000047281,Sfn
ENSG00000104332,SFRP1,ENSMUSG00000031548,Sfrp1
ENSG00000145423,SFRP2,ENSMUSG00000027996,Sfrp2
ENSG00000106483,SFRP4,ENSMUSG00000021319,Sfrp4
ENSG00000120057,SFRP5,ENSMUSG00000018822,Sfrp5
ENSG00000196260,SFTA2,NA,NA
ENSG00000122852,SFTPA1,ENSMUSG00000021789,Sftpa1
ENSG00000185303,SFTPA2,ENSMUSG00000021789,Sftpa1
ENSG00000168878,SFTPB,ENSMUSG00000056370,Sftpb
ENSG00000168484,SFTPC,ENSMUSG00000022097,Sftpc
ENSG00000133661,SFTPD,ENSMUSG00000021795,Sftpd
ENSG00000108823,SGCA,ENSMUSG00000001508,Sgca
ENSG00000181523,SGSH,ENSMUSG00000005043,Sgsh
ENSG00000129214,SHBG,ENSMUSG00000005202,Shbg
ENSG00000164690,SHH,ENSMUSG00000002633,Shh
ENSG00000110013,SIAE,ENSMUSG00000001942,Siae
ENSG00000088827,SIGLEC1,ENSMUSG00000027322,Siglec1
ENSG00000142512,SIGLEC10,ENSMUSG00000030468,Siglecg
ENSG00000105492,SIGLEC6,ENSMUSG00000051504,Siglech
ENSG00000168995,SIGLEC7,NA,NA
ENSG00000120725,SIL1,ENSMUSG00000024357,Sil1
ENSG00000125900,SIRPD,NA,NA
ENSG00000117090,SLAMF1,ENSMUSG00000015316,Slamf1
ENSG00000183023,SLC8A1,ENSMUSG00000054640,Slc8a1
ENSG00000187122,SLIT1,ENSMUSG00000025020,Slit1
ENSG00000145147,SLIT2,ENSMUSG00000031558,Slit2
ENSG00000184347,SLIT3,ENSMUSG00000056427,Slit3
ENSG00000178235,SLITRK1,ENSMUSG00000075478,Slitrk1
ENSG00000124107,SLPI,ENSMUSG00000017002,Slpi
ENSG00000126233,SLURP1,ENSMUSG00000022596,Slurp1
ENSG00000283992,SLURP2,NA,NA
ENSG00000250317,SMIM20,ENSMUSG00000061461,Smim20
ENSG00000198732,SMOC1,ENSMUSG00000021136,Smoc1
ENSG00000112562,SMOC2,ENSMUSG00000023886,Smoc2
ENSG00000166311,SMPD1,ENSMUSG00000037049,Smpd1
ENSG00000172594,SMPDL3A,ENSMUSG00000019872,Smpdl3a
ENSG00000130768,SMPDL3B,ENSMUSG00000028885,Smpdl3b
ENSG00000109208,SMR3A,NA,NA
ENSG00000171201,SMR3B,NA,NA
ENSG00000145335,SNCA,ENSMUSG00000025889,Snca
ENSG00000162804,SNED1,ENSMUSG00000047793,Sned1
ENSG00000182600,SNORC,ENSMUSG00000026258,Snorc
ENSG00000109610,SOD3,ENSMUSG00000072941,Sod3
ENSG00000149639,SOGA1,ENSMUSG00000055485,Mtcl2
ENSG00000137642,SORL1,ENSMUSG00000049313,Sorl1
ENSG00000167941,SOST,ENSMUSG00000001494,Sost
ENSG00000171243,SOSTDC1,ENSMUSG00000036169,Sostdc1
ENSG00000141316,SPACA3,ENSMUSG00000053184,Spaca3
ENSG00000171489,SPACA5,ENSMUSG00000037167,Spaca5
ENSG00000171478,SPACA5B,ENSMUSG00000037167,Spaca5
ENSG00000153498,SPACA7,ENSMUSG00000010435,Spaca7
ENSG00000178287,SPAG11A,ENSMUSG00000059463,Spag11b
ENSG00000164871,SPAG11B,ENSMUSG00000059463,Spag11b
ENSG00000113140,SPARC,ENSMUSG00000018593,Sparc
ENSG00000152583,SPARCL1,ENSMUSG00000029309,Sparcl1
ENSG00000006282,SPATA20,ENSMUSG00000020867,Spata20
ENSG00000132122,SPATA6,ENSMUSG00000034401,Spata6
ENSG00000258484,SPESP1,ENSMUSG00000046846,Spesp1
ENSG00000164266,SPINK1,ENSMUSG00000024503,Spink1
ENSG00000214510,SPINK13,ENSMUSG00000073551,Spink13
ENSG00000196800,SPINK14,ENSMUSG00000051050,Spink14
ENSG00000128040,SPINK2,ENSMUSG00000053030,Spink2
ENSG00000122711,SPINK4,ENSMUSG00000028415,Spink4
ENSG00000133710,SPINK5,ENSMUSG00000055561,Spink5
ENSG00000178172,SPINK6,ENSMUSG00000055095,Spink6
ENSG00000145879,SPINK7,ENSMUSG00000060201,Spink7
ENSG00000229453,SPINK8,ENSMUSG00000050074,Spink8
ENSG00000204909,SPINK9,ENSMUSG00000044176,Spink10
